Code,Name,Agreement,Auditor,Change,Debt,Delist,GEM,Halt,Insurance,Litigation,Loan,Potential Issue,Report,Resignation,Restriction,Restructure,Resumption,RTO,Share,Transaction,Long-stop,Offshore,Special Dividend,Specific Mandate,Fluctuation,Voting,IPO
00590,Luk Fook Holdings (International) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00591,China High Precision Automation Group Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00592,Bossini International Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00593,SkyOcean International Holdings Ltd.,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00595,AV Concept Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00596,Inspur International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00598,Sinotrans Ltd. - H Shares,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N
00599,E. Bon Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00600,China Infrastructure Investment Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00601,Group Sense (International) Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00602,Jiahua Stores Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00603,China Oil And Gas Group Ltd.,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00604,Shenzhen Investment Ltd.,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00605,China Financial Services Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00606,China Agri-Industries Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00607,Fullshare Holdings Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N
00608,High Fashion International Ltd.,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00609,Tiande Chemical Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00610,Wai Kee Holdings Ltd.,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00611,China Nuclear Energy Technology Corporation Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00612,China Investment Fund International Holdings Ltd.,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00613,Yugang International Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00616,Eminence Enterprise Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00617,Paliburg Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00618,Peking University Resources (Holdings) Co. Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00619,South China Financial Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00620,DTXS Silk Road Investment Holdings Co. Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00621,Taung Gold International Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00622,Enerchina Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00623,SinoMedia Holding Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00626,Public Financial Holdings Ltd.,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00627,U-RIGHT International Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N
00628,Sino Credit Holdings Ltd.,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00629,Yue Da Mining Holdings Ltd.,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00630,AMCO United Holding Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00631,Sany Heavy Equipment International Holdings Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00632,Pearl Oriental Oil Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
00633,China All Access (Holdings) Ltd.,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00635,Playmates Holdings Ltd.,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00636,Kerry Logistics Network Ltd.,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00637,Lee Kee Holdings Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00638,Kin Yat Holdings Ltd.,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00639,Shougang Fushan Resources Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00640,Infinity Development Holdings Co. Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00641,CHTC Fong's Industries Co. Ltd.,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00643,Carry Wealth Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00645,Ares Asia Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00646,China Environmental Technology Holdings Ltd.,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00647,Joyce Boutique Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00648,China Wah Yan Healthcare Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00650,Shun Cheong Holdings Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N
00651,China Ocean Industry Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00653,Bonjour Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00655,Hongkong Chinese Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00656,Fosun International Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N
00657,G-Vision International (Holdings) Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00658,"China High Speed Transmission Equipment Group Co., Ltd.",N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00659,NWS Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00660,Wai Chun Mining Industry Group Co. Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00661,China Daye Non-Ferrous Metals Mining Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N
00662,Asia Financial Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00663,King Stone Energy Group Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00665,Haitong International Securities Group Ltd.,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N
00666,SHK Hong Kong Industries Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00668,Doyen International Holdings Ltd.,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
00669,Techtronic Industries Co. Ltd.,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00670,China Eastern Airlines Corporation Ltd. - H Shares,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
00672,Zhong An Real Estate Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00673,China HealthCare Holdings Ltd.,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N
00674,Culture Landmark Investment Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00675,K & P International Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00676,Pegasus International Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00677,Golden Resources Development International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00678,Genting Hong Kong Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00679,Asia Tele-Net And Technology Corporation Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00680,Nan Hai Corporation Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00681,Chinese People Holdings Co. Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
00682,Chaoda Modern Agriculture (Holdings) Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00683,Kerry Properties Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00684,Allan International Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00685,Media Chinese International Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N
00686,United Photovoltaics Group Ltd.,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N
00687,"Hong Kong Int'l Construction Inv Management Group Co., Ltd.",N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00688,China Overseas Land & Investment Ltd.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N
00689,EPI (Holdings) Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N
00690,Uni-Bio Science Group Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00691,China Shanshui Cement Group Ltd.,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N
00692,China Household Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00693,Tan Chong International Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00694,Beijing Capital International Airport Co. Ltd. - H Shares,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00695,Dongwu Cement International Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00696,TravelSky Technology Ltd. - H Shares,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00697,Shougang Concord International Enterprises Co. Ltd.,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00698,Tongda Group Holdings Ltd.,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N
00699,CAR Inc.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00700,Tencent Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00701,CNT Group Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00702,Sino Oil and Gas Holdings Ltd.,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N
00703,Future Bright Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00704,Huscoke Resources Holdings Ltd.,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00705,Ding He Mining Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00706,Beautiful China Holdings Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00707,Co-Prosperity Holdings Ltd.,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00708,Evergrande Health Industry Group Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N
00709,Giordano International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00710,Varitronix International Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00711,Asia Allied Infrastructure Holdings Ltd.,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00712,Comtec Solar Systems Group Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
00713,World Houseware (Holdings) Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00715,China Oceanwide Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00716,Singamas Container Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00717,Emperor Capital Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00718,Tai United Holdings Ltd.,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N
00719,Shandong Xinhua Pharmaceutical Co. Ltd. - H Shares,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
00720,Auto Italia Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00721,China Financial International Investments Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00722,UMP Healthcare Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00723,Sustainable Forest Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00724,Ruixin International Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00725,Perennial International Ltd.,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00726,China Minsheng Drawin Technology Group Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00727,Crown International Corporation Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00728,China Telecom Corporation Ltd. - H Shares,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00729,FDG Electric Vehicles Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00730,Shougang Concord Grand (Group) Ltd.,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00731,Samson Paper Holdings Ltd.,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00732,Truly International Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00733,Hopefluent Group Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00735,China Power New Energy Development Co. Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00736,China Properties Investment Holdings Ltd.,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00738,Le Saunda Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00743,Asia Cement (China) Holdings Corporation,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00745,China National Culture Group Ltd.,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00746,Lee & Man Chemical Co. Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00747,Shenyang Public Utility Holdings Co. Ltd. - H Shares,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00750,China Singyes Solar Technologies Holdings Ltd.,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00751,Skyworth Digital Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N
00752,Pico Far East Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00753,Air China Ltd. - H Shares,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
00754,Hopson Development Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N
00755,Shanghai Zendai Property Ltd.,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00756,Tianyi (Summi) Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00757,Solargiga Energy Holdings Ltd.,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00758,Junefield Department Store Group Ltd.,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00759,CEC International Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
00760,Talent Property Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00761,Bel Global Resources Holdings Ltd.,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00762,China Unicom (Hong Kong) Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00763,ZTE Corporation - H Shares,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N
00764,Eternity Investment Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N
00765,Perfectech International Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00766,Sino Prosper (Group) Holdings Ltd.,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00767,Pacific Plywood Holdings Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00768,UBA Investments Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00769,China Rare Earth Holdings Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00770,Shanghai International Shanghai Growth Investment Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00771,Automated Systems Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00775,"CK Life Sciences Int'l., (Holdings) Inc.",N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00776,Imperium Group Global Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00777,NetDragon Websoft Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00787,Global Brands Group Holding Ltd.,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00789,Artini China Co. Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N
00794,Come Sure Group (Holdings) Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00798,China Electronics Optics Valley Union Holding Co. Ltd.,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00799,IGG Inc,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00800,A8 New Media Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00801,Golden Meditech Holdings Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N
00802,RCG Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
00803,Prosperity International Holdings (H.K.) Ltd.,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00805,Glencore plc,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
00806,Value Partners Group Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00809,Global Bio-chem Technology Group Co. Ltd.,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N
00810,China Internet Investment Finance Holdings Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N
00811,"Xinhua Winshare Publishing and Media Co., Ltd. - H Shares",Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N
00812,Southwest Securities International Securities Ltd.,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
00813,Shimao Property Holdings Ltd.,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N
00814,Beijing Jingkelong Co. Ltd. - H Shares,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
